
    DATASETS: This site contains data sets that are not shown completely
    in text examples and exercises. (The numbering refers to the 3rd
    edition, 2013) Thanks to Charles Geyer for pointing out some errors
    in the original posting.

*1. Horseshoe crab data set of Table 4.3*

(Here y is whether a female crab has a satellite (1=yes, 0=no) and
weight is in grams, rather than kg as in the text. Also, color has
values 1-5 with 1=light; there were no crabs of color 1, so in the text,
color was re-coded as color - 1 to give values 1, 2, 3, 4.)


color spine width satell weight y 
      137       0     0        2  14
      137       0     1        1  14
      138       0     0        2  14
      138       0     1        1  14
      139       0     0        2  14
      139       0     1        1  14
      140       0     0        2  14
      140       0     1        1  14
      141       0     0        2  14
      141       0     1        1  14
      142       0     0        2  14
      142       0     1        1  14
      143       0     0        2  14
      143       0     1        1  14
      144       0     0        2  14
      144       0     1        1  14
      145       0     0        2  14
      145       0     1        1  14
      146       0     0        2  14
      146       0     1        1  14
      147       0     0        2  14
      147       0     1        1  14
      148       0     0        2  14
      148       0     1        1  14
      149       0     0        2   5
      149       0     1        2   5
      150       0     0        2   5
      150       0     1        2   5
      151       0     0        2   5
      151       0     1        2   5
      152       0     0        2   5
      152       0     1        2   5
      153       0     0        2   5
      153       0     1        2   5
      154       0     0        2   1
      154       0     1        3   1
      155       0     0        3   6
      155       0     1        1   6
      156       0     0        3   6
      156       0     1        1   6
      157       0     0        3   6
      157       0     1        1   6
      158       0     0        3   6
      158       0     1        1   6
      159       0     0        3   6
      159       0     1        1   6
      160       0     0        3   6
      160       0     1        1   6
      161       0     0        3   9
      161       0     1        2   9
      162       0     0        3   9
      162       0     1        2   9
      163       0     0        3   9
      163       0     1        2   9
      164       0     0        3   9
      164       0     1        2   9
      165       0     0        3   9
      165       0     1        2   9
      166       0     0        3   9
      166       0     1        2   9
      167       0     0        3   9
      167       0     1        2   9
      168       0     0        3   9
      168       0     1        2   9
      169       0     0        3   9
      169       0     1        2   9
      170       0     0        3  18
      170       0     1        3  18
      171       0     0        3  18
      171       0     1        3  18
      172       0     0        3  18
      172       0     1        3  18
      173       0     0        3  18
      173       0     1        3  18
      174       0     0        3  18
      174       0     1        3  18
      175       0     0        3  18
      175       0     1        3  18
      176       0     0        3  18
      176       0     1        3  18
      177       0     0        3  18
      177       0     1        3  18
      178       0     0        3  18
      178       0     1        3  18
      179       0     0        3  18
      179       0     1        3  18
      180       0     0        3  18
      180       0     1        3  18
      181       0     0        3  18
      181       0     1        3  18
      182       0     0        3  18
      182       0     1        3  18
      183       0     0        3  18
      183       0     1        3  18
      184       0     0        3  18
      184       0     1        3  18
      185       0     0        3  18
      185       0     1        3  18
      186       0     0        3  18
      186       0     1        3  18
      187       0     0        3  18
      187       0     1        3  18
      188       0     0        3   2
      188       0     1        4   2
      189       0     0        3   2
      189       0     1        4   2
      190       0     0        4   4
      190       0     1        1   4
      191       0     0        4   4
      191       0     1        1   4
      192       0     0        4   4
      192       0     1        1   4
      193       0     0        4   4
      193       0     1        1   4
      194       0     0        4  11
      194       0     1        2  11
      195       0     0        4  11
      195       0     1        2  11
      196       0     0        4  11
      196       0     1        2  11
      197       0     0        4  11
      197       0     1        2  11
      198       0     0        4  11
      198       0     1        2  11
      199       0     0        4  11
      199       0     1        2  11
      200       0     0        4  11
      200       0     1        2  11
      201       0     0        4  11
      201       0     1        2  11
      202       0     0        4  11
      202       0     1        2  11
      203       0     0        4  11
      203       0     1        2  11
      204       0     0        4  11
      204       0     1        2  11
      205       0     0        4  14
      205       0     1        3  14
      206       0     0        4  14
      206       0     1        3  14
      207       0     0        4  14
      207       0     1        3  14
      208       0     0        4  14
      208       0     1        3  14
      209       0     0        4  14
      209       0     1        3  14
      210       0     0        4  14
      210       0     1        3  14
      211       0     0        4  14
      211       0     1        3  14
      212       0     0        4  14
      212       0     1        3  14
      213       0     0        4  14
      213       0     1        3  14
      214       0     0        4  14
      214       0     1        3  14
      215       0     0        4  14
      215       0     1        3  14
      216       0     0        4  14
      216       0     1        3  14
      217       0     0        4  14
      217       0     1        3  14
      218       0     0        4  14
      218       0     1        3  14
      219       0     0        4  22
      219       0     1        4  22
      220       0     0        4  22
      220       0     1        4  22
      221       0     0        4  22
      221       0     1        4  22
      222       0     0        4  22
      222       0     1        4  22
      223       0     0        4  22
      223       0     1        4  22
      224       0     0        4  22
      224       0     1        4  22
      225       0     0        4  22
      225       0     1        4  22
      226       0     0        4  22
      226       0     1        4  22
      227       0     0        4  22
      227       0     1        4  22
      228       0     0        4  22
      228       0     1        4  22
      229       0     0        4  22
      229       0     1        4  22
      230       0     0        4  22
      230       0     1        4  22
      231       0     0        4  22
      231       0     1        4  22
      232       0     0        4  22
      232       0     1        4  22
      233       0     0        4  22
      233       0     1        4  22
      234       0     0        4  22
      234       0     1        4  22
      235       0     0        4  22
      235       0     1        4  22
      236       0     0        4  22
      236       0     1        4  22
      237       0     0        4  22
      237       0     1        4  22
      238       0     0        4  22
      238       0     1        4  22
      239       0     0        4  22
      239       0     1        4  22
      127       0     0        4  22
      127       0     1        4  22

*24. Presidential election poll data set of Table 13.2*


state pi n      x proportion
AK .379  5      3  0.6000000
AL .387 29      9  0.3103448
AR .389 17      2  0.1176471
AZ .449 35     13  0.3714286
CA .609 207   129  0.6231884
CO .537 37     16  0.4324324
CT .606 25     14  0.5600000
DC .925  4      4  1.0000000
DE .619  6      4  0.6666667
FL .509 128    73  0.5703125
GA .469 60     27  0.4500000
HI .718 7       6  0.8571429
IA .539 23      9  0.3913043
ID .359 10      1  0.1000000
IL .618 84     45  0.5357143
IN .498 42     20  0.4761905
KS .415 19      8  0.4210526
KY .412 28     10  0.3571429
LA .399 30     11  0.3666667
MA .618 47     20  0.4255319
MD .619 40     29  0.7250000
ME .577 11      9  0.8181818
MI .573 76     42  0.5526316
MN .541 44     22  0.5000000
MO .492 45     25  0.5555556
MS .430 20     11  0.5500000
MT .471 7       3  0.4285714
NC .497 66     23  0.3484848
ND .445 5       2  0.4000000
NE .416 12     10  0.8333333
NH .541 11      3  0.2727273
NJ .571 59     32  0.5423729
NM .569 13      7  0.5384615
NV .552 15      7  0.4666667
NY .629 116    77  0.6637931
OH .514 87     48  0.5517241
OK .344 22      4  0.1818182
OR .568 28     14  0.5000000
PA .545 92     53  0.5760870
RI .629 7       6  0.8571429
SC .449 29      9  0.3103448
SD .448 6       4  0.6666667
TN .418 40     17  0.4250000
TX .436 123    61  0.4959350
UT .342 15     10  0.6666667
VA .526 57     28  0.4912281
VT .675 5       4  0.8000000
WA .573 46     31  0.6739130
WI .562 45     26  0.5777778
WV .425 11      6  0.5454545
WY .325 4       2  0.5000000        

*25. Attitudes about abortion data set of Table 13.3, with data shown at
the individual level *


     gender response question case
       1        1        1    1
       1        1        2    1
       1        1        3    1
       1        1        1    2
       1        1        2    2
       1        1        3    2
       1        1        1    3
       1        1        2    3
       1        1        3    3
       1        1        1    4
       1        1        2    4
       1        1        3    4
       1        1        1    5
       1        1        2    5
       1        1        3    5
       1        1        1    6
       1        1        2    6
       1        1        3    6
       1        1        1    7
       1        1        2    7
       1        1        3    7
       1        1        1    8
       1        1        2    8
       1        1        3    8
       1        1        1    9
       1        1        2    9
       1        1        3    9
       1        1        1   10
       1        1        2   10
       1        1        3   10
       1        1        1   11
       1        1        2   11
       1        1        3   11
       1        1        1   12
       1        1        2   12
       1        1        3   12
       1        1        1   13
       1        1        2   13
       1        1        3   13
       1        1        1   14
       1        1        2   14
       1        1        3   14
       1        1        1   15
       1        1        2   15
       1        1        3   15
       1        1        1   16
       1        1        2   16
       1        1        3   16
       1        1        1   17
       1        1        2   17
       1        1        3   17
       1        1        1   18
       1        1        2   18
       1        1        3   18
       1        1        1   19
       1        1        2   19
       1        1        3   19
       1        1        1   20
       1        1        2   20
       1        1        3   20
       1        1        1   21
       1        1        2   21
       1        1        3   21
       1        1        1   22
       1        1        2   22
       1        1        3   22
       1        1        1   23
       1        1        2   23
       1        1        3   23
       1        1        1   24
       1        1        2   24
       1        1        3   24
       1        1        1   25
       1        1        2   25
       1        1        3   25
       1        1        1   26
       1        1        2   26
       1        1        3   26
       1        1        1   27
       1        1        2   27
       1        1        3   27
       1        1        1   28
       1        1        2   28
       1        1        3   28
       1        1        1   29
       1        1        2   29
       1        1        3   29
       1        1        1   30
       1        1        2   30
       1        1        3   30
       1        1        1   31
       1        1        2   31
       1        1        3   31
       1        1        1   32
       1        1        2   32
       1        1        3   32
       1        1        1   33
       1        1        2   33
       1        1        3   33
       1        1        1   34
       1        1        2   34
       1        1        3   34
       1        1        1   35
       1        1        2   35
       1        1        3   35
       1        1        1   36
       1        1        2   36
       1        1        3   36
       1        1        1   37
       1        1        2   37
       1        1        3   37
       1        1        1   38
       1        1        2   38
       1        1        3   38
       1        1        1   39
       1        1        2   39
       1        1        3   39
       1        1        1   40
       1        1        2   40
       1        1        3   40
       1        1        1   41
       1        1        2   41
       1        1        3   41
       1        1        1   42
       1        1        2   42
       1        1        3   42
       1        1        1   43
       1        1        2   43
       1        1        3   43
       1        1        1   44
       1        1        2   44
       1        1        3   44
       1        1        1   45
       1        1        2   45
       1        1        3   45
       1        1        1   46
       1        1        2   46
       1        1        3   46
       1        1        1   47
       1        1        2   47
       1        1        3   47
       1        1        1   48
       1        1        2   48
       1        1        3   48
       1        1        1   49
       1        1        2   49
       1        1        3   49
       1        1        1   50
       1        1        2   50
       1        1        3   50
       1        1        1   51
       1        1        2   51
       1        1        3   51
       1        1        1   52
       1        1        2   52
       1        1        3   52
       1        1        1   53
       1        1        2   53
       1        1        3   53
       1        1        1   54
       1        1        2   54
       1        1        3   54
       1        1        1   55
       1        1        2   55
       1        1        3   55
       1        1        1   56
       1        1        2   56
       1        1        3   56
       1        1        1   57
       1        1        2   57
       1        1        3   57
       1        1        1   58
       1        1        2   58
       1        1        3   58
       1        1        1   59
       1        1        2   59
       1        1        3   59
       1        1        1   60
       1        1        2   60
       1        1        3   60
       1        1        1   61
       1        1        2   61
       1        1        3   61
       1        1        1   62
       1        1        2   62
       1        1        3   62
       1        1        1   63
       1        1        2   63
       1        1        3   63
       1        1        1   64
       1        1        2   64
       1        1        3   64
       1        1        1   65
       1        1        2   65
       1        1        3   65
       1        1        1   66
       1        1        2   66
       1        1        3   66
       1        1        1   67
       1        1        2   67
       1        1        3   67
       1        1        1   68
       1        1        2   68
       1        1        3   68
       1        1        1   69
       1        1        2   69
       1        1        3   69
       1        1        1   70
       1        1        2   70
       1        1        3   70
       1        1        1   71
       1        1        2   71
       1        1        3   71
       1        1        1   72
       1        1        2   72
       1        1        3   72
       1        1        1   73
       1        1        2   73
       1        1        3   73
       1        1        1   74
       1        1        2   74
       1        1        3   74
       1        1        1   75
       1        1        2   75
       1        1        3   75
       1        1        1   76
       1        1        2   76
       1        1        3   76
       1        1        1   77
       1        1        2   77
       1        1        3   77
       1        1        1   78
       1        1        2   78
       1        1        3   78
       1        1        1   79
       1        1        2   79
       1        1        3   79
       1        1        1   80
       1        1        2   80
       1        1        3   80
       1        1        1   81
       1        1        2   81
       1        1        3   81
       1        1        1   82
       1        1        2   82
       1        1        3   82
       1        1        1   83
       1        1        2   83
       1        1        3   83
       1        1        1   84
       1        1        2   84
       1        1        3   84
       1        1        1   85
       1        1        2   85
       1        1        3   85
       1        1        1   86
       1        1        2   86
       1        1        3   86
       1        1        1   87
       1        1        2   87
       1        1        3   87
       1        1        1   88
       1        1        2   88
       1        1        3   88
       1        1        1   89
       1        1        2   89
       1        1        3   89
       1        1        1   90
       1        1        2   90
       1        1        3   90
       1        1        1   91
       1        1        2   91
       1        1        3   91
       1        1        1   92
       1        1        2   92
       1        1        3   92
       1        1        1   93
       1        1        2   93
       1        1        3   93
       1        1        1   94
       1        1        2   94
       1        1        3   94
       1        1        1   95
       1        1        2   95
       1        1        3   95
       1        1        1   96
       1        1        2   96
       1        1        3   96
       1        1        1   97
       1        1        2   97
       1        1        3   97
       1        1        1   98
       1        1        2   98
       1        1        3   98
       1        1        1   99
       1        1        2   99
       1        1        3   99
       1        1        1  100
       1        1        2  100
       1        1        3  100
       1        1        1  101
       1        1        2  101
       1        1        3  101
       1        1        1  102
       1        1        2  102
       1        1        3  102
       1        1        1  103
       1        1        2  103
       1        1        3  103
       1        1        1  104
       1        1        2  104
       1        1        3  104
       1        1        1  105
       1        1        2  105
       1        1        3  105
       1        1        1  106
       1        1        2  106
       1        1        3  106
       1        1        1  107
       1        1        2  107
       1        1        3  107
       1        1        1  108
       1        1        2  108
       1        1        3  108
       1        1        1  109
       1        1        2  109
       1        1        3  109
       1        1        1  110
       1        1        2  110
       1        1        3  110
       1        1        1  111
       1        1        2  111
       1        1        3  111
       1        1        1  112
       1        1        2  112
       1        1        3  112
       1        1        1  113
       1        1        2  113
       1        1        3  113
       1        1        1  114
       1        1        2  114
       1        1        3  114
       1        1        1  115
       1        1        2  115
       1        1        3  115
       1        1        1  116
       1        1        2  116
       1        1        3  116
       1        1        1  117
       1        1        2  117
       1        1        3  117
       1        1        1  118
       1        1        2  118
       1        1        3  118
       1        1        1  119
       1        1        2  119
       1        1        3  119
       1        1        1  120
       1        1        2  120
       1        1        3  120
       1        1        1  121
       1        1        2  121
       1        1        3  121
       1        1        1  122
       1        1        2  122
       1        1        3  122
       1        1        1  123
       1        1        2  123
       1        1        3  123
       1        1        1  124
       1        1        2  124
       1        1        3  124
       1        1        1  125
       1        1        2  125
       1        1        3  125
       1        1        1  126
       1        1        2  126
       1        1        3  126
       1        1        1  127
       1        1        2  127
       1        1        3  127
       1        1        1  128
       1        1        2  128
       1        1        3  128
       1        1        1  129
       1        1        2  129
       1        1        3  129
       1        1        1  130
       1        1        2  130
       1        1        3  130
       1        1        1  131
       1        1        2  131
       1        1        3  131
       1        1        1  132
       1        1        2  132
       1        1        3  132
       1        1        1  133
       1        1        2  133
       1        1        3  133
       1        1        1  134
       1        1        2  134
       1        1        3  134
       1        1        1  135
       1        1        2  135
       1        1        3  135
       1        1        1  136
       1        1        2  136
       1        1        3  136
       1        1        1  137
       1        1        2  137
       1        1        3  137
       1        1        1  138
       1        1        2  138
       1        1        3  138
       1        1        1  139
       1        1        2  139
       1        1        3  139
       1        1        1  140
       1        1        2  140
       1        1        3  140
       1        1        1  141
       1        1        2  141
       1        1        3  141
       1        1        1  142
       1        1        2  142
       1        1        3  142
       1        1        1  143
       1        1        2  143
       1        1        3  143
       1        1        1  144
       1        1        2  144
       1        1        3  144
       1        1        1  145
       1        1        2  145
       1        1        3  145
       1        1        1  146
       1        1        2  146
       1        1        3  146
       1        1        1  147
       1        1        2  147
       1        1        3  147
       1        1        1  148
       1        1        2  148
       1        1        3  148
       1        1        1  149
       1        1        2  149
       1        1        3  149
       1        1        1  150
       1        1        2  150
       1        1        3  150
       1        1        1  151
       1        1        2  151
       1        1        3  151
       1        1        1  152
       1        1        2  152
       1        1        3  152
       1        1        1  153
       1        1        2  153
       1        1        3  153
       1        1        1  154
       1        1        2  154
       1        1        3  154
       1        1        1  155
       1        1        2  155
       1        1        3  155
       1        1        1  156
       1        1        2  156
       1        1        3  156
       1        1        1  157
       1        1        2  157
       1        1        3  157
       1        1        1  158
       1        1        2  158
       1        1        3  158
       1        1        1  159
       1        1        2  159
       1        1        3  159
       1        1        1  160
       1        1        2  160
       1        1        3  160
       1        1        1  161
       1        1        2  161
       1        1        3  161
       1        1        1  162
       1        1        2  162
       1        1        3  162
       1        1        1  163
       1        1        2  163
       1        1        3  163
       1        1        1  164
       1        1        2  164
       1        1        3  164
       1        1        1  165
       1        1        2  165
       1        1        3  165
       1        1        1  166
       1        1        2  166
       1        1        3  166
       1        1        1  167
       1        1        2  167
       1        1        3  167
       1        1        1  168
       1        1        2  168
       1        1        3  168
       1        1        1  169
       1        1        2  169
       1        1        3  169
       1        1        1  170
       1        1        2  170
       1        1        3  170
       1        1        1  171
       1        1        2  171
       1        1        3  171
       1        1        1  172
       1        1        2  172
       1        1        3  172
       1        1        1  173
       1        1        2  173
       1        1        3  173
       1        1        1  174
       1        1        2  174
       1        1        3  174
       1        1        1  175
       1        1        2  175
       1        1        3  175
       1        1        1  176
       1        1        2  176
       1        1        3  176
       1        1        1  177
       1        1        2  177
       1        1        3  177
       1        1        1  178
       1        1        2  178
       1        1        3  178
       1        1        1  179
       1        1        2  179
       1        1        3  179
       1        1        1  180
       1        1        2  180
       1        1        3  180
       1        1        1  181
       1        1        2  181
       1        1        3  181
       1        1        1  182
       1        1        2  182
       1        1        3  182
       1        1        1  183
       1        1        2  183
       1        1        3  183
       1        1        1  184
       1        1        2  184
       1        1        3  184
       1        1        1  185
       1        1        2  185
       1        1        3  185
       1        1        1  186
       1        1        2  186
       1        1        3  186
       1        1        1  187
       1        1        2  187
       1        1        3  187
       1        1        1  188
       1        1        2  188
       1        1        3  188
       1        1        1  189
       1        1        2  189
       1        1        3  189
       1        1        1  190
       1        1        2  190
       1        1        3  190
       1        1        1  191
       1        1        2  191
       1        1        3  191
       1        1        1  192
       1        1        2  192
       1        1        3  192
       1        1        1  193
       1        1        2  193
       1        1        3  193
       1        1        1  194
       1        1        2  194
       1        1        3  194
       1        1        1  195
       1        1        2  195
       1        1        3  195
       1        1        1  196
       1        1        2  196
       1        1        3  196
       1        1        1  197
       1        1        2  197
       1        1        3  197
       1        1        1  198
       1        1        2  198
       1        1        3  198
       1        1        1  199
       1        1        2  199
       1        1        3  199
       1        1        1  200
       1        1        2  200
       1        1        3  200
       1        1        1  201
       1        1        2  201
       1        1        3  201
       1        1        1  202
       1        1        2  202
       1        1        3  202
       1        1        1  203
       1        1        2  203
       1        1        3  203
       1        1        1  204
       1        1        2  204
       1        1        3  204
       1        1        1  205
       1        1        2  205
       1        1        3  205
       1        1        1  206
       1        1        2  206
       1        1        3  206
       1        1        1  207
       1        1        2  207
       1        1        3  207
       1        1        1  208
       1        1        2  208
       1        1        3  208
       1        1        1  209
       1        1        2  209
       1        1        3  209
       1        1        1  210
       1        1        2  210
       1        1        3  210
       1        1        1  211
       1        1        2  211
       1        1        3  211
       1        1        1  212
       1        1        2  212
       1        1        3  212
       1        1        1  213
       1        1        2  213
       1        1        3  213
       1        1        1  214
       1        1        2  214
       1        1        3  214
       1        1        1  215
       1        1        2  215
       1        1        3  215
       1        1        1  216
       1        1        2  216
       1        1        3  216
       1        1        1  217
       1        1        2  217
       1        1        3  217
       1        1        1  218
       1        1        2  218
       1        1        3  218
       1        1        1  219
       1        1        2  219
       1        1        3  219
       1        1        1  220
       1        1        2  220
       1        1        3  220
       1        1        1  221
       1        1        2  221
       1        1        3  221
       1        1        1  222
       1        1        2  222
       1        1        3  222
       1        1        1  223
       1        1        2  223
       1        1        3  223
       1        1        1  224
       1        1        2  224
       1        1        3  224
       1        1        1  225
       1        1        2  225
       1        1        3  225
       1        1        1  226
       1        1        2  226
       1        1        3  226
       1        1        1  227
       1        1        2  227
       1        1        3  227
       1        1        1  228
       1        1        2  228
       1        1        3  228
       1        1        1  229
       1        1        2  229
       1        1        3  229
       1        1        1  230
       1        1        2  230
       1        1        3  230
       1        1        1  231
       1        1        2  231
       1        1        3  231
       1        1        1  232
       1        1        2  232
       1        1        3  232
       1        1        1  233
       1        1        2  233
       1        1        3  233
       1        1        1  234
       1        1        2  234
       1        1        3  234
       1        1        1  235
       1        1        2  235
       1        1        3  235
       1        1        1  236
       1        1        2  236
       1        1        3  236
       1        1        1  237
       1        1        2  237
       1        1        3  237
       1        1        1  238
       1        1        2  238
       1        1        3  238
       1        1        1  239
       1        1        2  239
       1        1        3  239
       1        1        1  240
       1        1        2  240
       1        1        3  240
       1        1        1  241
       1        1        2  241
       1        1        3  241
       1        1        1  242
       1        1        2  242
       1        1        3  242
       1        1        1  243
       1        1        2  243
       1        1        3  243
       1        1        1  244
       1        1        2  244
       1        1        3  244
       1        1        1  245
       1        1        2  245
       1        1        3  245
       1        1        1  246
       1        1        2  246
       1        1        3  246
       1        1        1  247
       1        1        2  247
       1        1        3  247
       1        1        1  248
       1        1        2  248
       1        1        3  248
       1        1        1  249
       1        1        2  249
       1        1        3  249
       1        1        1  250
       1        1        2  250
       1        1        3  250
       1        1        1  251
       1        1        2  251
       1        1        3  251
       1        1        1  252
       1        1        2  252
       1        1        3  252
       1        1        1  253
       1        1        2  253
       1        1        3  253
       1        1        1  254
       1        1        2  254
       1        1        3  254
       1        1        1  255
       1        1        2  255
       1        1        3  255
       1        1        1  256
       1        1        2  256
       1        1        3  256
       1        1        1  257
       1        1        2  257
       1        1        3  257
       1        1        1  258
       1        1        2  258
       1        1        3  258
       1        1        1  259
       1        1        2  259
       1        1        3  259
       1        1        1  260
       1        1        2  260
       1        1        3  260
       1        1        1  261
       1        1        2  261
       1        1        3  261
       1        1        1  262
       1        1        2  262
       1        1        3  262
       1        1        1  263
       1        1        2  263
       1        1        3  263
       1        1        1  264
       1        1        2  264
       1        1        3  264
       1        1        1  265
       1        1        2  265
       1        1        3  265
       1        1        1  266
       1        1        2  266
       1        1        3  266
       1        1        1  267
       1        1        2  267
       1        1        3  267
       1        1        1  268
       1        1        2  268
       1        1        3  268
       1        1        1  269
       1        1        2  269
       1        1        3  269
       1        1        1  270
       1        1        2  270
       1        1        3  270
       1        1        1  271
       1        1        2  271
       1        1        3  271
       1        1        1  272
       1        1        2  272
       1        1        3  272
       1        1        1  273
       1        1        2  273
       1        1        3  273
       1        1        1  274
       1        1        2  274
       1        1        3  274
       1        1        1  275
       1        1        2  275
       1        1        3  275
       1        1        1  276
       1        1        2  276
       1        1        3  276
       1        1        1  277
       1        1        2  277
       1        1        3  277
       1        1        1  278
       1        1        2  278
       1        1        3  278
       1        1        1  279
       1        1        2  279
       1        1        3  279
       1        1        1  280
       1        1        2  280
       1        1        3  280
       1        1        1  281
       1        1        2  281
       1        1        3  281
       1        1        1  282
       1        1        2  282
       1        1        3  282
       1        1        1  283
       1        1        2  283
       1        1        3  283
       1        1        1  284
       1        1        2  284
       1        1        3  284
       1        1        1  285
       1        1        2  285
       1        1        3  285
       1        1        1  286
       1        1        2  286
       1        1        3  286
       1        1        1  287
       1        1        2  287
       1        1        3  287
       1        1        1  288
       1        1        2  288
       1        1        3  288
       1        1        1  289
       1        1        2  289
       1        1        3  289
       1        1        1  290
       1        1        2  290
       1        1        3  290
       1        1        1  291
       1        1        2  291
       1        1        3  291
       1        1        1  292
       1        1        2  292
       1        1        3  292
       1        1        1  293
       1        1        2  293
       1        1        3  293
       1        1        1  294
       1        1        2  294
       1        1        3  294
       1        1        1  295
       1        1        2  295
       1        1        3  295
       1        1        1  296
       1        1        2  296
       1        1        3  296
       1        1        1  297
       1        1        2  297
       1        1        3  297
       1        1        1  298
       1        1        2  298
       1        1        3  298
       1        1        1  299
       1        1        2  299
       1        1        3  299
       1        1        1  300
       1        1        2  300
       1        1        3  300
       1        1        1  301
       1        1        2  301
       1        1        3  301
       1        1        1  302
       1        1        2  302
       1        1        3  302
       1        1        1  303
       1        1        2  303
       1        1        3  303
       1        1        1  304
       1        1        2  304
       1        1        3  304
       1        1        1  305
       1        1        2  305
       1        1        3  305
       1        1        1  306
       1        1        2  306
       1        1        3  306
       1        1        1  307
       1        1        2  307
       1        1        3  307
       1        1        1  308
       1        1        2  308
       1        1        3  308
       1        1        1  309
       1        1        2  309
       1        1        3  309
       1        1        1  310
       1        1        2  310
       1        1        3  310
       1        1        1  311
       1        1        2  311
       1        1        3  311
       1        1        1  312
       1        1        2  312
       1        1        3  312
       1        1        1  313
       1        1        2  313
       1        1        3  313
       1        1        1  314
       1        1        2  314
       1        1        3  314
       1        1        1  315
       1        1        2  315
       1        1        3  315
       1        1        1  316
       1        1        2  316
       1        1        3  316
       1        1        1  317
       1        1        2  317
       1        1        3  317
       1        1        1  318
       1        1        2  318
       1        1        3  318
       1        1        1  319
       1        1        2  319
       1        1        3  319
       1        1        1  320
       1        1        2  320
       1        1        3  320
       1        1        1  321
       1        1        2  321
       1        1        3  321
       1        1        1  322
       1        1        2  322
       1        1        3  322
       1        1        1  323
       1        1        2  323
       1        1        3  323
       1        1        1  324
       1        1        2  324
       1        1        3  324
       1        1        1  325
       1        1        2  325
       1        1        3  325
       1        1        1  326
       1        1        2  326
       1        1        3  326
       1        1        1  327
       1        1        2  327
       1        1        3  327
       1        1        1  328
       1        1        2  328
       1        1        3  328
       1        1        1  329
       1        1        2  329
       1        1        3  329
       1        1        1  330
       1        1        2  330
       1        1        3  330
       1        1        1  331
       1        1        2  331
       1        1        3  331
       1        1        1  332
       1        1        2  332
       1        1        3  332
       1        1        1  333
       1        1        2  333
       1        1        3  333
      1        1        1  334
      1        1        2  334
      1        1        3  334
      1        1        1  335
      1        1        2  335
      1        1        3  335
      1        1        1  336
      1        1        2  336
      1        1        3  336
      1        1        1  337
      1        1        2  337
      1        1        3  337
      1        1        1  338
      1        1        2  338
      1        1        3  338
      1        1        1  339
      1        1        2  339
      1        1        3  339
      1        1        1  340
      1        1        2  340
      1        1        3  340
      1        1        1  341
      1        1        2  341
      1        1        3  341
      1        1        1  342
      1        1        2  342
      1        1        3  342
      1        1        1  343
      1        1        2  343
      1        1        3  343
      1        1        1  344
      1        1        2  344
      1        1        3  344
      1        1        1  345
      1        1        2  345
      1        1        3  345
      1        1        1  346
      1        1        2  346
      1        1        3  346
      1        1        1  347
      1        1        2  347
      1        1        3  347
      1        1        1  348
      1        1        2  348
      1        1        3  348
      1        1        1  349
      1        1        2  349
      1        1        3  349
      1        1        1  350
      1        1        2  350
      1        1        3  350
      1        1        1  351
      1        1        2  351
      1        1        3  351
      1        1        1  352
      1        1        2  352
      1        1        3  352
      1        1        1  353
      1        1        2  353
      1        1        3  353
      1        1        1  354
      1        1        2  354
      1        1        3  354
      1        1        1  355
      1        1        2  355
      1        1        3  355
      1        1        1  356
      1        1        2  356
      1        1        3  356
      1        1        1  357
      1        1        2  357
      1        1        3  357
      1        1        1  358
      1        1        2  358
      1        1        3  358
      1        1        1  359
      1        1        2  359
      1        1        3  359
      1        1        1  360
      1        1        2  360
      1        1        3  360
      1        1        1  361
      1        1        2  361
      1        1        3  361
      1        1        1  362
      1        1        2  362
      1        1        3  362
      1        1        1  363
      1        1        2  363
      1        1        3  363
      1        1        1  364
      1        1        2  364
      1        1        3  364
      1        1        1  365
      1        1        2  365
      1        1        3  365
      1        1        1  366
      1        1        2  366
      1        1        3  366
      1        1        1  367
      1        1        2  367
      1        1        3  367
      1        1        1  368
      1        1        2  368
      1        1        3  368
      1        1        1  369
      1        1        2  369
      1        1        3  369
      1        1        1  370
      1        1        2  370
      1        1        3  370
      1        1        1  371
      1        1        2  371
      1        1        3  371
      1        1        1  372
      1        1        2  372
      1        1        3  372
